zone,total_rides,total_revenue,avg_monthly_rides,avg_monthly_revenue,avg_ride_growth_rate,avg_revenue_growth_rate,recent_ride_growth_rate,recent_revenue_growth_rate,ride_growth_volatility,revenue_growth_volatility,growth_consistency,market_share_percent,data_months,volume_index,normalized_avg_growth,normalized_recent_growth,growth_rate_index,normalized_volatility,consistency_index,overall_growth_index,volume_rank,growth_rank,consistency_rank,overall_rank,growth_category
Tughlakabad,869,435165.0,72.41666666666667,36263.75,0.7139026309422604,1.8674120711094504,11.111111111111116,26.136988183566913,19.526266580425506,25.269456237232504,0.5454545454545454,0.5793333333333334,12,91.57007376185459,0.4253843423590744,0.5315520181921547,46.78514126923065,0.4656571554863278,48.9596372476793,60.87296981055242,45.0,79.0,98.0,77.0,Medium Growth
Ashram,874,427364.0,72.83333333333333,35613.666666666664,2.286122629276821,4.563342413388446,7.246376811594213,-4.120238403731536,27.13996425418336,40.8624918118519,0.5454545454545454,0.5826666666666667,12,92.09694415173867,0.6300037008559941,0.4880490397211855,57.32218364020707,0.25730576094266855,34.37503962962316,60.87046859049137,38.0,45.0,162.0,78.0,Medium Growth
Ambience Mall,873,407878.0,72.75,33989.833333333336,0.6774568306750085,0.5356213862846526,5.882352941176472,5.167950079660111,15.072658840605751,15.684257069179342,0.36363636363636365,0.582,12,91.99157007376185,0.4206410390818667,0.47269504731966694,44.14626423769868,0.587531627405554,52.03630482747968,60.86686816545193,39.0,87.0,76.0,79.0,Medium Growth
Civil Lines Gurgaon,863,413951.0,71.91666666666667,34495.916666666664,2.7202531683339,2.94217386362446,5.633802816901401,-6.517715494447385,24.464810605408104,27.057333854406814,0.2727272727272727,0.5753333333333334,12,90.93782929399367,0.6865043893727919,0.4698972687746718,59.98615411335438,0.3305122392169476,31.317674927004514,60.67111291164122,60.0,35.0,169.0,80.0,Medium Growth
Preet Vihar,832,399664.0,69.33333333333333,33305.333333333336,1.0387441875210313,0.9429095261102723,1.5873015873015817,-10.957440120701579,16.818449403072304,20.606440457269308,0.5454545454545454,0.5546666666666666,12,87.67123287671232,0.46766142253277715,0.4243482498172662,45.03361534465728,0.5397574821929378,54.14666011714201,60.55881403601921,125.0,85.0,63.0,81.0,Medium Growth
RK Puram,850,405689.0,70.83333333333333,33807.416666666664,1.237988532819414,1.245966193464921,-4.109589041095896,0.13413632630714378,15.819582166002581,14.584808120445143,0.45454545454545453,0.5666666666666667,12,89.56796628029505,0.4935924310190452,0.36022179476196775,44.02441765162142,0.5670918196889958,53.33279101459334,60.47999424911508,85.0,88.0,65.0,82.0,Medium Growth
Nawada,880,397674.0,73.33333333333333,33139.5,-0.17092984232219424,0.085582376213608,18.032786885245898,26.532663316582905,16.79157367583536,18.89774124909845,0.45454545454545453,0.5866666666666667,12,92.72918861959958,0.31022625173027923,0.6094651394700789,42.99218068261991,0.5404929454972522,51.470869821171284,60.456889805279225,29.0,91.0,79.0,83.0,Medium Growth
Samaypur Badli,879,422291.0,73.25,35190.916666666664,-0.37496543133922877,0.823007521719762,11.475409836065564,25.121385607652734,15.252008854300826,19.30112258185213,0.5454545454545454,0.586,12,92.62381454162276,0.2836716783376041,0.5356527087857295,38.44640905168543,0.5826236540309888,57.14729214580557,60.30989562690267,31.0,104.0,47.0,84.0,Medium Growth
Keshav Puram,865,428418.0,72.08333333333333,35701.5,-0.5700540686590428,-0.4364722263173464,5.882352941176472,5.696559503666099,10.249818139414536,9.003887857611963,0.45454545454545453,0.5766666666666667,12,91.14857744994731,0.25828152183234127,0.47269504731966694,34.40469320272715,0.7195102833506819,64.00208347091136,60.30707555734847,57.0,123.0,16.0,85.0,Medium Growth
Khandsa,949,457320.0,79.08333333333333,38110.0,1.2753590978751468,4.994361441630306,-17.204301075268813,-14.281475620611218,18.159661023237295,18.93388933915441,0.45454545454545453,0.6326666666666667,12,100.0,0.49845608944882697,0.21282253479799745,38.420266758849515,0.5030547756482988,48.850197931744546,60.023166083063174,1.0,105.0,100.0,86.0,Medium Growth
Arjangarh,810,406092.0,67.5,33841.0,2.498909591457458,2.5979339230429503,1.4084507042253502,6.565425548135262,21.726658719029178,30.680492802527496,0.36363636363636365,0.54,12,85.35300316122235,0.6576972372211543,0.42233503350975665,56.35523557365952,0.4054426854265122,39.29007888894675,59.93501884451453,166.0,46.0,151.0,87.0,Stable
Indraprastha,850,415594.0,70.83333333333333,34632.833333333336,0.8528459455654492,0.19302637404559775,2.9850746268656803,-17.87108023580859,16.947876021087332,23.469451695095394,0.45454545454545453,0.5666666666666667,12,89.56796628029505,0.4434673663224821,0.44008213622054604,44.21132742817077,0.536215679312132,51.171461188212874,59.906359211820686,85.0,86.0,80.0,88.0,Stable
Greater Kailash,895,415768.0,74.58333333333333,34647.333333333336,0.5371105062786001,1.4830674997012565,-19.277108433734934,-30.96377795241837,10.84107911567357,19.790528120762854,0.45454545454545453,0.5966666666666667,12,94.30979978925184,0.4023754179246406,0.18949019500400702,31.72213287563872,0.703330228110583,62.86947960410444,59.84263696826237,14.0,132.0,18.0,89.0,Stable
Ramesh Nagar,811,401278.0,67.58333333333333,33439.833333333336,0.9654762604277171,0.12758210090338082,-17.105263157894733,-12.596599690880995,10.741387651318014,14.712354093907065,0.5454545454545454,0.5406666666666666,12,85.45837723919915,0.4581258382913135,0.21393734478322018,36.045044088807614,0.7060583185224429,65.78771866020736,59.791846405345,165.0,115.0,10.0,90.0,Stable
Rajiv Chowk,830,407802.0,69.16666666666667,33983.5,1.710738302175985,1.3559020314463697,10.9375,4.131997864925108,23.27839646119717,23.406377737729045,0.45454545454545453,0.5533333333333333,12,87.46048472075869,0.5551192877170757,0.529597782831154,54.491068576270706,0.36297886083034103,39.04488389448751,59.748038015082145,130.0,52.0,155.0,91.0,Stable
Dilshad Garden,804,395820.0,67.0,32985.0,1.1460380071861342,3.662047899187472,3.076923076923066,1.7894432486265988,17.84132345159498,24.256745772571346,0.5454545454545454,0.536,12,84.72075869336143,0.4816253668750535,0.4411160187169282,46.542162761180336,0.5117661902367614,52.18726968020966,59.68927361654346,168.0,80.0,73.0,92.0,Stable
Bahadurgarh,802,380322.0,66.83333333333333,31693.5,1.803027819846448,-0.37180588235757317,-16.883116883116877,-27.989410617249543,15.191932147144438,18.648455032774592,0.5454545454545454,0.5346666666666666,12,84.5100105374078,0.5671304705806216,0.2164379111508163,42.685344680869946,0.5842676733041425,57.26237349492634,59.60585308204821,170.0,93.0,45.0,93.0,Stable
Old Gurgaon,807,380599.0,67.25,31716.583333333332,2.2728789458542917,1.8194156118080516,7.692307692307687,11.050065492650262,24.53123620539099,27.410334505951152,0.45454545454545453,0.538,12,85.03688092729189,0.6282800782020876,0.49306861416014336,57.41954925853099,0.32869448035878657,36.644977261478694,59.47237716004357,167.0,44.0,160.0,94.0,Stable
Golf Course Road,818,387519.0,68.16666666666667,32293.25,2.7534654629613926,1.2929060454182695,-17.567567567567565,-24.72242092495257,21.43999995544707,23.12584786186273,0.5454545454545454,0.5453333333333333,12,86.19599578503689,0.6908268623270141,0.20873346342362833,49.798950276565975,0.41328719879041287,45.29374027896525,59.36650092982703,159.0,71.0,123.0,95.0,Stable
Madipur,919,434085.0,76.58333333333333,36173.75,-1.0458275455879678,1.731875089799569,6.666666666666665,33.77526178394392,11.746410576571607,20.71884072107587,0.36363636363636365,0.6126666666666667,12,96.83877766069547,0.19636113935268174,0.48152359295054004,31.042612079182508,0.6785555285513274,58.40797790768383,58.991071502186784,6.0,135.0,38.0,96.0,Stable
Indirapuram,854,410350.0,71.16666666666667,34195.833333333336,1.4823552861178733,2.5862794027079867,-4.225352112676061,2.8859670883982558,20.185558233642517,20.098215502280404,0.45454545454545453,0.5693333333333334,12,89.98946259220232,0.5253959752754931,0.35891871982320295,45.8805073094577,0.4476154179174442,44.96944289058472,58.839874568619194,76.0,83.0,125.0,97.0,Stable
Chandni Chowk,862,403742.0,71.83333333333333,33645.166666666664,1.0779394911987197,2.2793008654805393,-3.797468354430378,3.467297084318366,18.638067944136527,26.770225684710866,0.45454545454545453,0.5746666666666667,12,90.83245521601685,0.47276256480492496,0.3637351487107894,42.91515983672707,0.4899630095446552,47.933774304489496,58.795932790842734,62.0,92.0,105.0,98.0,Stable
Connaught Place,837,406438.0,69.75,33869.833333333336,2.1468491842942905,4.603563115853132,-10.666666666666668,-17.093292212798772,19.69350712225214,28.92197223515259,0.36363636363636365,0.5579999999999999,12,88.19810326659642,0.6118777114918026,0.28641273450824334,48.169172069837884,0.46108056187742785,43.18473024051085,58.682518880067335,117.0,75.0,134.0,99.0,Stable
Chirag Delhi,800,380759.0,66.66666666666667,31729.916666666668,2.273189124312482,4.101271310603596,0.0,10.010164077246998,23.192513513523615,23.730759509192225,0.45454545454545453,0.5333333333333333,12,84.29926238145417,0.6283204469273308,0.40648095508811827,53.95846501916458,0.36532907654444535,39.20939899447481,58.63598442044452,171.0,56.0,152.0,100.0,Stable
IGI Airport,879,411105.0,73.25,34258.75,0.37761355399791746,0.5471958211006896,-7.594936708860756,-19.05024451049957,13.683257771498074,18.236315138504377,0.36363636363636365,0.586,12,92.62381454162276,0.3816174043562734,0.3209893423334605,35.73661795471482,0.6255530544089928,54.6978047177204,58.491132959688876,31.0,118.0,60.0,101.0,Stable
Narsinghpur,839,385856.0,69.91666666666667,32154.666666666668,-0.4681919620900102,-0.3237075533635027,0.0,-9.615845619081863,12.307900163211277,10.392026717719842,0.5454545454545454,0.5593333333333333,12,88.40885142255004,0.2715385462458324,0.40648095508811827,32.551550978274676,0.6631901773893896,62.786948780893624,58.379360452342965,110.0,127.0,19.0,102.0,Stable
Rithala,872,426177.0,72.66666666666667,35514.75,1.533257899215304,3.4807733453330525,-1.3698630136986356,7.033742251731212,21.84100292640511,20.943602704282902,0.36363636363636365,0.5813333333333334,12,91.88619599578503,0.5320207860836793,0.3910612349794014,47.56369656419681,0.40231361777954244,39.071044153658875,58.3126506705119,42.0,76.0,154.0,103.0,Stable
Pragati Maidan,920,434966.0,76.66666666666667,36247.166666666664,-1.2468583232542654,-0.049971079720847425,7.246376811594213,1.3760451852262046,15.205497662355857,19.191034087705713,0.5454545454545454,0.6133333333333334,12,96.94415173867229,0.170197632459379,0.4880490397211855,29.73381953641016,0.5838964484232618,57.23638775326469,58.147689662145154,5.0,140.0,46.0,104.0,Stable
Hero Honda Chowk,857,415440.0,71.41666666666667,34620.0,-1.0316973211710054,-0.5848620656539109,0.0,12.622938964420015,10.65289746827809,15.278815591249058,0.5454545454545454,0.5713333333333334,12,90.30558482613277,0.1982001424557329,0.40648095508811827,28.1512467508687,0.7084798821082074,65.95722811121088,58.13934258155057,72.0,144.0,9.0,105.0,Stable
Sultanpur,847,418314.0,70.58333333333333,34859.5,3.9589408575321543,4.040609265772756,1.4705882352941124,-4.6663937781416305,36.542580818495246,33.83827180039215,0.45454545454545453,0.5646666666666667,12,89.2518440463646,0.8477155942997526,0.42303447814600537,67.78431478382537,0.0,13.636363636363635,57.980188218348616,94.0,23.0,176.0,106.0,Stable
Seelampur,832,391914.0,69.33333333333333,32659.5,4.82404712990641,7.857025141034334,-24.418604651162788,-26.855375248569956,32.4607669299634,45.11991454341982,0.45454545454545453,0.5546666666666666,12,87.67123287671232,0.9603063835483278,0.1316154791966895,62.88300218076724,0.11170020828047056,21.455378215996575,57.89118420011957,125.0,31.0,175.0,107.0,Stable
Yamuna Bank,824,393836.0,68.66666666666667,32819.666666666664,0.05010062969956174,1.175857454185146,2.898550724637672,13.687990890244972,16.152334095951677,12.86927897826129,0.5454545454545454,0.5493333333333333,12,86.82824025289779,0.33899265429561476,0.439108188941345,37.903886815390685,0.5579859513431926,55.42265295765985,57.83682268932357,148.0,108.0,55.0,108.0,Stable
Gurgaon Sector 29,824,382801.0,68.66666666666667,31900.083333333332,-0.6931650229179945,2.0300512149091006,4.285714285714293,36.36422344204069,12.60769600195175,17.95712085349797,0.5454545454545454,0.5493333333333333,12,86.82824025289779,0.24225902847193695,0.45472265085681807,32.724447742588936,0.6549861635505877,62.21266781217749,57.80205151655815,148.0,126.0,21.0,109.0,Stable
New Colony,881,429310.0,73.41666666666667,35775.833333333336,2.2694338299953394,1.6518713348442666,-30.000000000000004,-25.633202576395952,19.679148621350667,24.09580564274569,0.45454545454545453,0.5873333333333334,12,92.83456269757639,0.6278317074920388,0.06878908470722,40.42146583781113,0.46147348707810787,45.939507731831185,57.800807463946725,28.0,98.0,116.0,110.0,Stable
Model Town,867,395974.0,72.25,32997.833333333336,1.2688959812263336,2.216634769330687,2.941176470588225,10.053701311943453,22.37414701539314,23.068281500223616,0.36363636363636365,0.5780000000000001,12,91.35932560590095,0.49761493567647214,0.43958800120389246,47.44041618874403,0.3877239506830633,38.049767456905336,57.7988943943395,53.0,77.0,158.0,111.0,Stable
Kashmere Gate ISBT,838,402063.0,69.83333333333333,33505.25,0.5467967732616867,0.9197353805262971,-6.849315068493156,2.9294799793570414,16.150056157933516,15.66730631158117,0.45454545454545453,0.5586666666666666,12,88.30347734457324,0.4036360543103936,0.32938235454453413,37.39345744040498,0.5580482878822968,52.69974378812441,57.25834931597128,114.0,110.0,69.0,112.0,Stable
Tagore Garden,889,435444.0,74.08333333333333,36287.0,-0.37181643245222307,1.2085059736600845,-6.578947368421051,-3.792038903914985,12.660413805458862,19.35877320996716,0.36363636363636365,0.5926666666666667,12,93.67755532139094,0.2840815103794616,0.33242572035546514,30.341919436986302,0.6535435231479035,56.65713752944416,57.23717563004505,17.0,138.0,48.0,113.0,Stable
Bhiwadi,848,408441.0,70.66666666666667,34036.75,1.609457865183012,0.9418418233100149,5.882352941176472,-0.9689235495687121,26.549374723276625,22.659375588821604,0.45454545454545453,0.5653333333333334,12,89.35721812434141,0.54193796572159,0.47269504731966694,51.42407983608208,0.2734674418551405,32.779084566223474,57.2105227416023,90.0,67.0,165.0,114.0,Stable
Kalkaji,803,386226.0,66.91666666666667,32185.5,0.671218712452356,3.1020424883994817,-1.4084507042253502,16.18471337579619,16.700335056971912,25.06361830884647,0.45454545454545453,0.5353333333333333,12,84.61538461538461,0.41982916812850185,0.3906268766664798,40.8148251543693,0.542989720952621,51.645644103047104,57.20423867727724,169.0,97.0,78.0,115.0,Stable
Udyog Vihar Phase 4,838,396936.0,69.83333333333333,33078.0,0.6123054816293929,0.9066363623441046,-20.238095238095234,-16.847943140211076,13.860416047135798,16.675585091491932,0.5454545454545454,0.5586666666666666,12,88.30347734457324,0.41216180127733265,0.17867294729148062,31.876625968299184,0.6207050586826466,59.81299047142162,57.18559073211813,114.0,130.0,33.0,116.0,Stable
Chanakyapuri,873,412285.0,72.75,34357.083333333336,1.049247784006983,-0.183581578218974,-21.42857142857143,-29.435463307664843,16.429442765224675,15.354188335053431,0.45454545454545453,0.582,12,91.99157007376185,0.46902843171542496,0.1652724762446195,34.75260495271028,0.5504027795182638,52.1645582026421,57.1478804640053,39.0,121.0,74.0,117.0,Stable
Gurgaon Sector 56,829,400402.0,69.08333333333333,33366.833333333336,-0.29421688817548836,1.20151804001342,8.92857142857142,27.486737400530515,16.225758545024004,15.246557670917822,0.45454545454545453,0.5526666666666666,12,87.35511064278188,0.29418084061720096,0.506984487939576,37.93022995461509,0.5559766666285464,52.55473030036188,57.14504426478916,134.0,107.0,71.0,118.0,Stable
Noida Film City,883,426084.0,73.58333333333333,35507.0,-0.4968873752348095,0.5305512265842848,-22.78481012658228,-20.85373642750692,10.021738536584028,15.187220156330467,0.5454545454545454,0.5886666666666667,12,93.04531085353003,0.26780393083850224,0.15000611682414491,22.06848052327593,0.7257517583018729,67.16625944476746,56.890863298799616,27.0,158.0,5.0,119.0,Stable
Akshardham,839,385633.0,69.91666666666667,32136.083333333332,-0.4362734546098823,-0.1505539317961934,7.9365079365079305,2.6017598278154086,16.35857269770416,17.06347685321202,0.45454545454545453,0.5593333333333333,12,88.40885142255004,0.2756926369784788,0.4958174287338584,36.37425536806307,0.5523421627236405,52.30031502701846,56.76245208209578,110.0,114.0,72.0,120.0,Stable
Shahdara,820,392220.0,68.33333333333333,32685.0,-0.9968447394684642,0.29170671738854154,16.393442622950815,28.385543849856965,15.064142282114853,19.326272811137574,0.45454545454545453,0.5466666666666666,12,86.40674394099051,0.2027360934788021,0.5910120317989915,35.804646880687784,0.5877646858896606,54.779891648639875,56.677849429164226,157.0,117.0,59.0,121.0,Stable
Ghitorni,862,410834.0,71.83333333333333,34236.166666666664,-1.8127351719156508,-2.8253671458951106,0.0,-13.279004390536652,7.916640889225265,12.721322341698306,0.45454545454545453,0.5746666666666667,12,90.83245521601685,0.09655058695429326,0.40648095508811827,22.052273420782324,0.7833584625960949,68.47145601809027,56.61208273854507,62.0,159.0,3.0,122.0,Stable
Noida Extension,827,400064.0,68.91666666666667,33338.666666666664,-0.7279049474406669,1.8631238608710812,-7.14285714285714,-3.121825320556826,8.36754410054795,15.21525076623714,0.36363636363636365,0.5513333333333333,12,87.14436248682824,0.23773773941723053,0.32607812880695203,27.307389517311915,0.7710193447444496,64.88044504120238,56.530398065333955,136.0,148.0,13.0,123.0,Stable
Mayur Vihar,868,432947.0,72.33333333333333,36078.916666666664,0.7538004022007524,0.2272260985512965,3.5087719298245723,0.29917726252803867,23.44859053709699,29.117208787227284,0.45454545454545453,0.5786666666666667,12,91.46469968387777,0.4305769085196737,0.44597708027886673,43.67369772233509,0.3583214427693353,38.718864630217105,56.5245483831625,48.0,89.0,157.0,124.0,Stable
Lok Kalyan Marg,880,421207.0,73.33333333333333,35100.583333333336,-0.060715258262785614,-0.7449721307816998,-11.111111111111116,-12.895300671332667,16.63052663741983,21.019374206321096,0.5454545454545454,0.5866666666666667,12,92.72918861959958,0.3245703241318072,0.28140989198408184,30.730615127271705,0.5449000518046978,54.5066399899652,56.462994633778116,29.0,137.0,61.0,125.0,Stable
Anand Vihar ISBT,831,416948.0,69.25,34745.666666666664,-0.8396707135556946,-0.6734584867905151,-9.230769230769232,2.5129686577827437,11.039003263692344,16.23583944603291,0.5454545454545454,0.5539999999999999,12,87.5658587987355,0.2231917856775509,0.30257576420168797,25.49453770872057,0.6979139673105632,65.21761407537579,56.03285694572162,128.0,154.0,11.0,126.0,Stable
Subhash Chowk,887,433714.0,73.91666666666667,36142.833333333336,1.3937746844880337,2.765380748172326,-1.2820512820512775,-6.7060752073915815,26.02349890804207,30.684534255319942,0.36363636363636365,0.5913333333333333,12,93.4668071654373,0.5138674958642345,0.3920496785761141,46.51403689489864,0.2878582101986942,31.0591656229995,55.9634065944905,18.0,81.0,170.0,127.0,Stable
Inderlok,887,440036.0,73.91666666666667,36669.666666666664,0.9332185418081845,1.9094494313648036,-16.883116883116877,-25.57765630024347,21.56815018818338,24.957722804641556,0.5454545454545454,0.5913333333333333,12,93.4668071654373,0.45392760032366597,0.2164379111508163,35.89317246545261,0.40978032462154057,45.048259087144196,55.911788861955486,18.0,116.0,124.0,128.0,Stable
Moti Nagar,853,395022.0,71.08333333333333,32918.5,0.5821487122747719,1.3159840637759876,-14.634146341463417,-26.311549215676976,15.88532739432003,25.284796104970443,0.36363636363636365,0.5686666666666667,12,89.8840885142255,0.40823699507577144,0.24175321343889958,34.16434824210227,0.5652926794300196,50.479578469192276,55.77483939186624,80.0,124.0,89.0,129.0,Stable
Punjabi Bagh,868,422482.0,72.33333333333333,35206.833333333336,1.1673410969096005,4.6855141252906325,-12.0,-12.72637062763582,22.279887266570952,33.79065021648116,0.45454545454545453,0.5786666666666667,12,91.46469968387777,0.4843978952475684,0.27140420693575895,39.92004199228446,0.39030340037465383,40.9576016625894,55.694707200853934,48.0,100.0,144.0,130.0,Stable
Dwarka Sector 21,914,438175.0,76.16666666666667,36514.583333333336,1.198066073931095,1.4413017299375552,-7.692307692307687,-4.633881313750921,26.599840956400733,27.93283977908128,0.45454545454545453,0.6093333333333334,12,96.31190727081137,0.48839665184310244,0.3198932960160931,42.099530951229866,0.27208641643236664,32.6824127866293,55.538108397724145,9.0,96.0,167.0,131.0,Stable
GTB Nagar,872,413500.0,72.66666666666667,34458.333333333336,-1.3988280804237065,-0.7005076917650938,-5.405405405405405,-0.7660499390340858,10.035620968951623,16.07236283045034,0.36363636363636365,0.5813333333333334,12,91.88619599578503,0.15041925904097483,0.34563557303750597,22.850578463958726,0.7253718608765501,61.68512117044942,55.21162653545382,42.0,157.0,22.0,132.0,Stable
Netaji Subhash Place,830,388841.0,69.16666666666667,32403.416666666668,1.189115740978788,1.4630974409383095,3.125,-3.665353830517093,27.478437191004094,31.05295769672256,0.5454545454545454,0.5533333333333333,12,87.46048472075869,0.48723179489625346,0.4416571915861285,46.90019535722035,0.24804333532194123,33.72666983617225,55.11622450996742,130.0,78.0,163.0,133.0,Stable
Ghitorni Village,790,369269.0,65.83333333333333,30772.416666666668,1.049026807123325,2.6950817066659742,-11.940298507462687,-16.270006544892013,19.816357840931936,24.710154386139557,0.5454545454545454,0.5266666666666667,12,83.245521601686,0.4689996722872123,0.2720762305584075,39.02302955956903,0.457718710691,48.40394611200636,55.10405213793533,176.0,103.0,102.0,134.0,Stable
South Extension,844,398209.0,70.33333333333333,33184.083333333336,0.6495093351990555,2.3229735223415813,-30.33707865168539,-25.42804147246267,13.680967535161557,19.150792261977863,0.45454545454545453,0.5626666666666666,12,88.93572181243414,0.41700376274525813,0.06499479402878304,27.620017525866807,0.6256157274957101,57.42946456106335,54.957562922395965,100.0,147.0,42.0,135.0,Stable
Janakpuri,848,403529.0,70.66666666666667,33627.416666666664,-0.8664695328072043,-1.2132837684453441,-6.060606060606055,-18.88075615238315,13.349097190247754,15.001682198912167,0.45454545454545453,0.5653333333333334,12,89.35721812434141,0.21970400584424032,0.33826037521318936,26.71265535918199,0.6346974709708681,58.0651866043244,54.91178356227254,90.0,150.0,40.0,136.0,Stable
Karol Bagh,869,410313.0,72.41666666666667,34192.75,-1.5749461342780402,-1.4227722611664253,-18.9873417721519,-14.643052241166155,8.150172449830274,8.625784382042314,0.5454545454545454,0.5793333333333334,12,91.57007376185459,0.12749806274683434,0.1927519232014738,15.359960692869013,0.7769677929889057,70.75138187285975,54.840420967561904,45.0,168.0,2.0,137.0,Stable
Lal Quila,827,387948.0,68.91666666666667,32329.0,-0.5814308697933799,2.4974609440206197,6.349206349206349,5.329885988411931,18.458687525155653,29.746824867153435,0.45454545454545453,0.5513333333333333,12,87.14436248682824,0.2568008678829442,0.4779501340047104,34.52605743316507,0.4948718149700805,48.277390684269264,54.436948924595285,136.0,122.0,103.0,138.0,Stable
Delhi Gate,854,404321.0,71.16666666666667,33693.416666666664,1.326448409550582,1.685877581675242,-25.0,-14.48439295289161,20.812342228971243,19.883353365924545,0.45454545454545453,0.5693333333333334,12,89.98946259220232,0.5051051984743772,0.1250710631040364,35.309154432624084,0.4304632633271068,43.76879206926111,54.25113817148866,76.0,119.0,129.0,139.0,Stable
Green Park,842,387193.0,70.16666666666667,32266.083333333332,-0.6369666840968683,1.0833012882908433,0.0,3.7183264584560893,17.339581311804192,21.777523956382296,0.45454545454545453,0.5613333333333334,12,88.72497365648051,0.24957306089128825,0.40648095508811827,31.233621857002024,0.52549653244447,50.421120907476535,54.23727711198792,104.0,133.0,90.0,140.0,Stable
Jor Bagh,884,424411.0,73.66666666666667,35367.583333333336,0.5300454694047386,1.3426355084640498,-17.500000000000004,-17.90939715420584,21.934891508054317,28.360323523621393,0.5454545454545454,0.5893333333333334,12,93.15068493150685,0.4014559261776726,0.20949403069926092,32.4671167986308,0.3997443252023283,44.345739127799334,54.235773937244176,23.0,128.0,126.0,141.0,Stable
Ashok Vihar,796,386281.0,66.33333333333333,32190.083333333332,-0.3502447853186197,1.0369120228042983,8.47457627118644,-6.054741498479399,17.785592130116648,24.211031521495492,0.36363636363636365,0.5306666666666667,12,83.8777660695469,0.286888990632146,0.5018741388115358,37.288304990390195,0.5132912965710716,46.83948166906592,54.13049631773992,175.0,111.0,112.0,142.0,Stable
Ghaziabad,851,410026.0,70.91666666666667,34168.833333333336,-0.989465219703687,0.2039384397900176,-12.16216216216216,-12.71247840383436,10.900576141101975,13.733317539098788,0.36363636363636365,0.5673333333333334,12,89.67334035827187,0.20369651415903994,0.2695788454742406,23.004944668512024,0.7017020720226503,60.02823595067643,54.1124507600893,83.0,155.0,32.0,143.0,Stable
India Gate,868,420200.0,72.33333333333333,35016.666666666664,0.9119577173773986,2.759634123615997,-11.267605633802813,-15.862587908430525,23.977648495838466,36.03562291541732,0.45454545454545453,0.5786666666666667,12,91.46469968387777,0.4511605726425836,0.27964832771501097,38.25556746715545,0.343843593999724,37.70541521634431,54.05326145692881,48.0,106.0,159.0,144.0,Stable
New Delhi Railway Station,847,400668.0,70.58333333333333,33389.0,0.051672240248074146,-0.4259951207806855,-9.589041095890416,-22.480777013354913,18.702106648004303,24.479899670957177,0.45454545454545453,0.5646666666666667,12,89.2518440463646,0.33919719433618434,0.2985429143271005,32.29354823325508,0.48821056890052406,47.811103459400314,54.0363035450315,94.0,129.0,107.0,145.0,Stable
Kashmere Gate,835,388083.0,69.58333333333333,32340.25,-0.18222191712655703,0.19886626125071158,-18.9873417721519,-15.10174723529235,15.548242201912162,21.034623108880186,0.5454545454545454,0.5566666666666666,12,87.98735511064278,0.30875662463927706,0.1927519232014738,26.235474406415577,0.5745171289586981,56.579835390745224,53.86434691298263,120.0,152.0,49.0,146.0,Stable
Subhash Nagar,861,425853.0,71.75,35487.75,-0.5974729844937587,1.2357700448042253,-8.21917808219178,-18.191552010278922,17.528909828069366,25.489553026394614,0.45454545454545453,0.5740000000000001,12,90.72708113804005,0.25471303843006693,0.31396263443581734,27.84128768323671,0.5203154939949539,50.05844821601041,53.372173879509816,66.0,146.0,93.0,147.0,Stable
Moolchand,848,394508.0,70.66666666666667,32875.666666666664,-0.9362246753550828,-0.11102689829330327,-4.225352112676061,-16.097730029457637,14.80180038806206,21.36883244157869,0.36363636363636365,0.5653333333333334,12,89.35721812434141,0.21062559917397305,0.35891871982320295,26.994284743366503,0.594943759950024,52.55515410559259,53.371425566326806,90.0,149.0,70.0,148.0,Stable
Kanhaiya Nagar,895,420907.0,74.58333333333333,35075.583333333336,0.3970467048750715,1.800278945829031,-21.176470588235297,-22.835742504167523,19.5261737827881,24.214469678148983,0.36363636363636365,0.5966666666666667,12,94.30979978925184,0.38414656622310456,0.168110223054543,29.773202895567998,0.46565969492484927,43.50526955383035,53.25380196115185,14.0,139.0,132.0,149.0,Stable
Barakhamba Road,946,460386.0,78.83333333333333,38365.5,0.19721861473465518,0.27325386195964446,-34.883720930232556,-28.03097292259159,19.797981467649763,24.085849005526246,0.5454545454545454,0.6306666666666667,12,99.68387776606956,0.3581395852296623,0.013815989528934309,22.04101469493711,0.45822158631911847,48.439147405974644,53.253313429588104,2.0,160.0,101.0,150.0,Stable
Cyber Hub,864,411162.0,72.0,34263.5,-0.991507658210768,0.21215439650003842,-17.721518987341767,-13.663805181241562,14.550043050663788,15.444447280897894,0.5454545454545454,0.5760000000000001,12,91.04320337197049,0.20343069737924382,0.20700052532725016,20.485862855844637,0.6018331840618221,58.4919592479639,53.054893928318165,58.0,162.0,37.0,151.0,Stable
Kirti Nagar,827,393920.0,68.91666666666667,32826.666666666664,0.1489939091477911,0.3716111714187969,-20.512820512820518,-30.4648713705431,18.620102588086077,21.11527264535579,0.5454545454545454,0.5513333333333333,12,87.14436248682824,0.3518632954411215,0.17558053089605102,28.135018962309328,0.4904546375481529,50.69546099200706,52.60595462857432,136.0,145.0,87.0,152.0,Stable
Raj Nagar Extension,845,408492.0,70.41666666666667,34041.0,1.1033141872938275,3.806177385965556,-26.249999999999996,-29.934226917135888,24.546235822879755,33.95741923534986,0.6363636363636364,0.5633333333333334,12,89.04109589041096,0.47606499960573856,0.11100056850483235,33.00392271653761,0.3282840107873223,42.07078984602165,52.53513480754483,99.0,125.0,140.0,153.0,Stable
