zone,total_rides,total_revenue,avg_monthly_rides,avg_monthly_revenue,avg_ride_growth_rate,avg_revenue_growth_rate,recent_ride_growth_rate,recent_revenue_growth_rate,ride_growth_volatility,revenue_growth_volatility,growth_consistency,market_share_percent,data_months,volume_index,normalized_avg_growth,normalized_recent_growth,growth_rate_index,normalized_volatility,consistency_index,overall_growth_index,volume_rank,growth_rank,consistency_rank,overall_rank,growth_category,recommendation,expansion_priority
INA Market,839,391989.0,69.91666666666667,32665.75,1.1499097398854885,3.2260807816212607,20.37037037037037,36.58715172068288,20.768717551014515,26.224624737544246,0.4545454545454545,0.5593333333333333,12,88.40885142255004,0.4821292603899894,0.6357779041121849,54.35887178788676,0.4316570672944131,43.85235834697255,61.42191164601148,110.0,53.0,128.0,68.0,Medium Growth,Moderate growth - maintain current operations with minor optimizations,70
Sohna Road,842,410096.0,70.16666666666667,34174.666666666664,0.1885949025850394,1.650983918461568,10.144927536231885,14.50971349512884,14.023645384862848,14.313043678963345,0.5454545454545454,0.5613333333333334,12,88.72497365648051,0.3570172369261261,0.5206762735744123,42.24808515854406,0.6162382330214324,59.50031267513663,61.36681996290277,104.0,94.0,35.0,69.0,Medium Growth,Moderate growth - maintain current operations with minor optimizations,70
Mansarovar Park,877,410340.0,73.08333333333333,34195.0,2.208088139039285,2.913243416924588,-7.8947368421052655,-11.043692467263067,19.8914312459958,22.241626505143262,0.4545454545454545,0.5846666666666667,12,92.41306638566913,0.6198477638052298,0.3176146734089344,49.89545276467117,0.4556643017417047,45.53286475828296,61.3419604490541,34.0,69.0,120.0,70.0,Medium Growth,Moderate growth - maintain current operations with minor optimizations,70
Anand Vihar,859,401098.0,71.58333333333333,33424.833333333336,0.4975065746690418,2.32883768887522,-7.352941176470584,-5.345165617583325,12.707688425872515,17.274323975069347,0.6363636363636364,0.5726666666666667,12,90.5163329820864,0.3972210940459926,0.3237133397986824,36.78179923470685,0.6522498372791231,64.7483977004477,61.292138898642975,70.0,112.0,14.0,71.0,Medium Growth,Moderate growth - maintain current operations with minor optimizations,70
Udyog Vihar,897,442274.0,74.75,36856.16666666666,1.2263881563292005,2.5587529754356093,-7.86516853932584,-13.283174645449105,15.849720582717854,20.859860667744123,0.4545454545454545,0.598,12,94.52054794520548,0.4920826794586627,0.3179475059245869,42.24286100450324,0.5662670717910582,53.27505866173771,61.23582638388425,13.0,95.0,66.0,72.0,Medium Growth,Moderate growth - maintain current operations with minor optimizations,70
Basai Dhankot,862,425497.0,71.83333333333333,35458.083333333336,0.3636443984807801,-0.1813413628469162,0.0,-20.27860242064399,10.50168024109442,14.574289042451882,0.3636363636363636,0.5746666666666667,12,90.83245521601684,0.3797993638506901,0.4064809550881182,39.04720003456613,0.7126179923291236,60.79235037212956,61.10632169027038,62.0,102.0,25.0,73.0,Medium Growth,Moderate growth - maintain current operations with minor optimizations,70
Vidhan Sabha,825,384050.0,68.75,32004.166666666668,2.942255350646015,4.146555390568701,-13.513513513513509,-4.082549778761058,19.788664506709587,30.63583623638193,0.4545454545454545,0.5499999999999999,12,86.9336143308746,0.715397256896256,0.2543674999615876,53.09853541223886,0.458476548085132,45.72972200232287,61.03841506485479,143.0,59.0,118.0,74.0,Medium Growth,Moderate growth - maintain current operations with minor optimizations,70
MG Road,820,385292.0,68.33333333333333,32107.666666666668,0.0071610588905251,2.3879076427140493,3.174603174603185,11.803388319215347,11.70999356905093,22.19235723195215,0.6363636363636364,0.5466666666666666,12,86.40674394099051,0.3334042077408162,0.4422155445464145,37.69287424630555,0.6795520921958482,66.65955554461847,60.99703954420491,157.0,109.0,7.0,75.0,Medium Growth,Moderate growth - maintain current operations with minor optimizations,70
Jasola,887,424511.0,73.91666666666667,35375.916666666664,-0.4444630425927746,1.2595596271093734,14.0625,40.94776943069747,13.705593917005718,19.46323835205607,0.4545454545454545,0.5913333333333333,12,93.4668071654373,0.2746267885341207,0.5647740193291643,39.06856808521382,0.6249418182837014,57.382290916222736,60.88215665858354,18.0,101.0,43.0,76.0,Medium Growth,Moderate growth - maintain current operations with minor optimizations,70
Tughlakabad,869,435165.0,72.41666666666667,36263.75,0.7139026309422604,1.8674120711094504,11.111111111111116,26.136988183566917,19.526266580425503,25.269456237232504,0.5454545454545454,0.5793333333333334,12,91.5700737618546,0.4253843423590744,0.5315520181921547,46.78514126923065,0.4656571554863278,48.9596372476793,60.87296981055242,45.0,79.0,98.0,77.0,Medium Growth,Moderate growth - maintain current operations with minor optimizations,70
Ashram,874,427364.0,72.83333333333333,35613.666666666664,2.286122629276821,4.563342413388446,7.246376811594213,-4.120238403731536,27.13996425418336,40.8624918118519,0.5454545454545454,0.5826666666666667,12,92.09694415173868,0.6300037008559941,0.4880490397211855,57.32218364020707,0.2573057609426685,34.37503962962316,60.87046859049137,38.0,45.0,162.0,78.0,Medium Growth,Moderate growth - maintain current operations with minor optimizations,70
Ambience Mall,873,407878.0,72.75,33989.833333333336,0.6774568306750085,0.5356213862846526,5.882352941176472,5.167950079660111,15.072658840605753,15.684257069179342,0.3636363636363636,0.582,12,91.99157007376184,0.4206410390818667,0.4726950473196669,44.14626423769868,0.587531627405554,52.03630482747968,60.86686816545193,39.0,87.0,76.0,79.0,Medium Growth,Moderate growth - maintain current operations with minor optimizations,70
Civil Lines Gurgaon,863,413951.0,71.91666666666667,34495.916666666664,2.7202531683339,2.94217386362446,5.633802816901401,-6.517715494447385,24.464810605408104,27.057333854406814,0.2727272727272727,0.5753333333333334,12,90.93782929399369,0.6865043893727919,0.4698972687746718,59.98615411335438,0.3305122392169476,31.317674927004514,60.67111291164122,60.0,35.0,169.0,80.0,Medium Growth,Moderate growth - maintain current operations with minor optimizations,70
Preet Vihar,832,399664.0,69.33333333333333,33305.333333333336,1.0387441875210313,0.9429095261102723,1.5873015873015817,-10.95744012070158,16.818449403072304,20.606440457269308,0.5454545454545454,0.5546666666666666,12,87.67123287671232,0.4676614225327771,0.4243482498172662,45.03361534465728,0.5397574821929378,54.14666011714201,60.55881403601921,125.0,85.0,63.0,81.0,Medium Growth,Moderate growth - maintain current operations with minor optimizations,70
RK Puram,850,405689.0,70.83333333333333,33807.416666666664,1.237988532819414,1.245966193464921,-4.109589041095896,0.1341363263071437,15.81958216600258,14.584808120445144,0.4545454545454545,0.5666666666666667,12,89.56796628029505,0.4935924310190452,0.3602217947619677,44.02441765162142,0.5670918196889958,53.33279101459334,60.47999424911508,85.0,88.0,65.0,82.0,Medium Growth,Moderate growth - maintain current operations with minor optimizations,70
Nawada,880,397674.0,73.33333333333333,33139.5,-0.1709298423221942,0.085582376213608,18.032786885245898,26.532663316582905,16.79157367583536,18.89774124909845,0.4545454545454545,0.5866666666666667,12,92.72918861959958,0.3102262517302792,0.6094651394700789,42.99218068261991,0.5404929454972522,51.47086982117128,60.456889805279225,29.0,91.0,79.0,83.0,Medium Growth,Moderate growth - maintain current operations with minor optimizations,70
Samaypur Badli,879,422291.0,73.25,35190.916666666664,-0.3749654313392287,0.823007521719762,11.475409836065564,25.121385607652734,15.252008854300826,19.30112258185213,0.5454545454545454,0.586,12,92.62381454162276,0.2836716783376041,0.5356527087857295,38.44640905168543,0.5826236540309888,57.14729214580557,60.30989562690267,31.0,104.0,47.0,84.0,Medium Growth,Moderate growth - maintain current operations with minor optimizations,70
Keshav Puram,865,428418.0,72.08333333333333,35701.5,-0.5700540686590428,-0.4364722263173464,5.882352941176472,5.696559503666099,10.249818139414536,9.003887857611963,0.4545454545454545,0.5766666666666667,12,91.14857744994733,0.2582815218323412,0.4726950473196669,34.40469320272715,0.7195102833506819,64.00208347091136,60.30707555734847,57.0,123.0,16.0,85.0,Medium Growth,Moderate growth - maintain current operations with minor optimizations,70
Khandsa,949,457320.0,79.08333333333333,38110.0,1.2753590978751468,4.994361441630306,-17.204301075268813,-14.281475620611218,18.15966102323729,18.93388933915441,0.4545454545454545,0.6326666666666667,12,100.0,0.4984560894488269,0.2128225347979974,38.42026675884952,0.5030547756482988,48.85019793174455,60.02316608306317,1.0,105.0,100.0,86.0,Medium Growth,Moderate growth - maintain current operations with minor optimizations,70
Arjangarh,810,406092.0,67.5,33841.0,2.498909591457458,2.5979339230429503,1.4084507042253502,6.565425548135262,21.726658719029174,30.680492802527496,0.3636363636363636,0.54,12,85.35300316122235,0.6576972372211543,0.4223350335097566,56.35523557365952,0.4054426854265122,39.29007888894675,59.93501884451453,166.0,46.0,151.0,87.0,Stable,Strong presence - optimize pricing and improve service quality,60
Indraprastha,850,415594.0,70.83333333333333,34632.833333333336,0.8528459455654492,0.1930263740455977,2.9850746268656803,-17.87108023580859,16.947876021087332,23.469451695095398,0.4545454545454545,0.5666666666666667,12,89.56796628029505,0.4434673663224821,0.440082136220546,44.21132742817077,0.536215679312132,51.17146118821288,59.906359211820686,85.0,86.0,80.0,88.0,Stable,Strong presence - optimize pricing and improve service quality,60
Greater Kailash,895,415768.0,74.58333333333333,34647.333333333336,0.5371105062786001,1.4830674997012565,-19.27710843373493,-30.96377795241837,10.84107911567357,19.79052812076285,0.4545454545454545,0.5966666666666667,12,94.30979978925184,0.4023754179246406,0.189490195004007,31.72213287563872,0.703330228110583,62.86947960410444,59.84263696826237,14.0,132.0,18.0,89.0,Stable,Strong presence - optimize pricing and improve service quality,60
Ramesh Nagar,811,401278.0,67.58333333333333,33439.833333333336,0.9654762604277172,0.1275821009033808,-17.105263157894733,-12.596599690880996,10.741387651318014,14.712354093907065,0.5454545454545454,0.5406666666666666,12,85.45837723919915,0.4581258382913135,0.2139373447832201,36.045044088807614,0.7060583185224429,65.78771866020736,59.791846405345,165.0,115.0,10.0,90.0,Stable,Strong presence - optimize pricing and improve service quality,60
Rajiv Chowk,830,407802.0,69.16666666666667,33983.5,1.710738302175985,1.3559020314463697,10.9375,4.131997864925108,23.27839646119717,23.406377737729045,0.4545454545454545,0.5533333333333333,12,87.46048472075869,0.5551192877170757,0.529597782831154,54.49106857627071,0.362978860830341,39.04488389448751,59.74803801508215,130.0,52.0,155.0,91.0,Stable,Strong presence - optimize pricing and improve service quality,60
Dilshad Garden,804,395820.0,67.0,32985.0,1.1460380071861342,3.662047899187472,3.076923076923066,1.7894432486265988,17.84132345159498,24.256745772571342,0.5454545454545454,0.536,12,84.72075869336143,0.4816253668750535,0.4411160187169282,46.542162761180336,0.5117661902367614,52.18726968020966,59.68927361654346,168.0,80.0,73.0,92.0,Stable,Strong presence - optimize pricing and improve service quality,60
Bahadurgarh,802,380322.0,66.83333333333333,31693.5,1.803027819846448,-0.3718058823575731,-16.883116883116877,-27.989410617249543,15.191932147144438,18.648455032774592,0.5454545454545454,0.5346666666666666,12,84.5100105374078,0.5671304705806216,0.2164379111508163,42.685344680869946,0.5842676733041425,57.26237349492634,59.60585308204821,170.0,93.0,45.0,93.0,Stable,Strong presence - optimize pricing and improve service quality,60
Old Gurgaon,807,380599.0,67.25,31716.58333333333,2.272878945854292,1.819415611808052,7.692307692307687,11.050065492650262,24.53123620539099,27.410334505951152,0.4545454545454545,0.538,12,85.03688092729189,0.6282800782020876,0.4930686141601433,57.41954925853099,0.3286944803587865,36.64497726147869,59.47237716004357,167.0,44.0,160.0,94.0,Stable,Strong presence - optimize pricing and improve service quality,60
Golf Course Road,818,387519.0,68.16666666666667,32293.25,2.7534654629613926,1.2929060454182697,-17.567567567567565,-24.72242092495257,21.43999995544707,23.12584786186273,0.5454545454545454,0.5453333333333333,12,86.19599578503689,0.6908268623270141,0.2087334634236283,49.798950276565975,0.4132871987904128,45.29374027896525,59.36650092982703,159.0,71.0,123.0,95.0,Stable,Strong presence - optimize pricing and improve service quality,60
Madipur,919,434085.0,76.58333333333333,36173.75,-1.0458275455879678,1.731875089799569,6.666666666666665,33.77526178394392,11.746410576571607,20.71884072107587,0.3636363636363636,0.6126666666666667,12,96.83877766069548,0.1963611393526817,0.48152359295054,31.042612079182508,0.6785555285513274,58.40797790768383,58.991071502186784,6.0,135.0,38.0,96.0,Stable,Strong presence - optimize pricing and improve service quality,60
Indirapuram,854,410350.0,71.16666666666667,34195.833333333336,1.4823552861178733,2.5862794027079867,-4.225352112676061,2.885967088398256,20.18555823364252,20.098215502280404,0.4545454545454545,0.5693333333333334,12,89.98946259220232,0.5253959752754931,0.3589187198232029,45.8805073094577,0.4476154179174442,44.96944289058472,58.8398745686192,76.0,83.0,125.0,97.0,Stable,Strong presence - optimize pricing and improve service quality,60
Chandni Chowk,862,403742.0,71.83333333333333,33645.166666666664,1.0779394911987197,2.27930086548054,-3.797468354430378,3.467297084318366,18.638067944136527,26.770225684710866,0.4545454545454545,0.5746666666666667,12,90.83245521601684,0.4727625648049249,0.3637351487107894,42.91515983672707,0.4899630095446552,47.933774304489496,58.795932790842734,62.0,92.0,105.0,98.0,Stable,Strong presence - optimize pricing and improve service quality,60
Connaught Place,837,406438.0,69.75,33869.833333333336,2.1468491842942905,4.603563115853132,-10.666666666666668,-17.093292212798772,19.69350712225214,28.92197223515259,0.3636363636363636,0.5579999999999999,12,88.19810326659642,0.6118777114918026,0.2864127345082433,48.169172069837884,0.4610805618774278,43.18473024051085,58.682518880067335,117.0,75.0,134.0,99.0,Stable,Strong presence - optimize pricing and improve service quality,60
Chirag Delhi,800,380759.0,66.66666666666667,31729.916666666668,2.273189124312482,4.101271310603596,0.0,10.010164077246998,23.19251351352361,23.730759509192225,0.4545454545454545,0.5333333333333333,12,84.29926238145417,0.6283204469273308,0.4064809550881182,53.95846501916458,0.3653290765444453,39.20939899447481,58.63598442044452,171.0,56.0,152.0,100.0,Stable,Strong presence - optimize pricing and improve service quality,60
IGI Airport,879,411105.0,73.25,34258.75,0.3776135539979174,0.5471958211006896,-7.594936708860756,-19.05024451049957,13.683257771498074,18.236315138504377,0.3636363636363636,0.586,12,92.62381454162276,0.3816174043562734,0.3209893423334605,35.73661795471482,0.6255530544089928,54.6978047177204,58.49113295968888,31.0,118.0,60.0,101.0,Stable,Strong presence - optimize pricing and improve service quality,60
Narsinghpur,839,385856.0,69.91666666666667,32154.666666666668,-0.4681919620900102,-0.3237075533635027,0.0,-9.615845619081863,12.307900163211276,10.392026717719842,0.5454545454545454,0.5593333333333333,12,88.40885142255004,0.2715385462458324,0.4064809550881182,32.55155097827468,0.6631901773893896,62.78694878089362,58.379360452342965,110.0,127.0,19.0,102.0,Stable,Strong presence - optimize pricing and improve service quality,60
Rithala,872,426177.0,72.66666666666667,35514.75,1.533257899215304,3.4807733453330525,-1.3698630136986356,7.033742251731212,21.84100292640511,20.943602704282902,0.3636363636363636,0.5813333333333334,12,91.88619599578504,0.5320207860836793,0.3910612349794014,47.56369656419681,0.4023136177795424,39.07104415365888,58.3126506705119,42.0,76.0,154.0,103.0,Stable,Strong presence - optimize pricing and improve service quality,60
Pragati Maidan,920,434966.0,76.66666666666667,36247.16666666666,-1.2468583232542654,-0.0499710797208474,7.246376811594213,1.3760451852262046,15.205497662355857,19.191034087705717,0.5454545454545454,0.6133333333333334,12,96.94415173867228,0.170197632459379,0.4880490397211855,29.73381953641016,0.5838964484232618,57.23638775326469,58.147689662145154,5.0,140.0,46.0,104.0,Stable,Strong presence - optimize pricing and improve service quality,60
Hero Honda Chowk,857,415440.0,71.41666666666667,34620.0,-1.0316973211710054,-0.5848620656539109,0.0,12.622938964420015,10.65289746827809,15.278815591249058,0.5454545454545454,0.5713333333333334,12,90.30558482613276,0.1982001424557329,0.4064809550881182,28.1512467508687,0.7084798821082074,65.95722811121088,58.13934258155057,72.0,144.0,9.0,105.0,Stable,Strong presence - optimize pricing and improve service quality,60
Sultanpur,847,418314.0,70.58333333333333,34859.5,3.9589408575321534,4.040609265772756,1.4705882352941124,-4.666393778141631,36.542580818495246,33.83827180039215,0.4545454545454545,0.5646666666666667,12,89.2518440463646,0.8477155942997526,0.4230344781460053,67.78431478382537,0.0,13.636363636363637,57.980188218348616,94.0,23.0,176.0,106.0,Stable,Strong presence - optimize pricing and improve service quality; High volatility - implement risk mitigation strategies,60
Seelampur,832,391914.0,69.33333333333333,32659.5,4.82404712990641,7.857025141034334,-24.418604651162788,-26.85537524856996,32.4607669299634,45.11991454341982,0.4545454545454545,0.5546666666666666,12,87.67123287671232,0.9603063835483278,0.1316154791966895,62.88300218076724,0.1117002082804705,21.45537821599657,57.89118420011957,125.0,31.0,175.0,107.0,Stable,Strong presence - optimize pricing and improve service quality; High volatility - implement risk mitigation strategies,60
Yamuna Bank,824,393836.0,68.66666666666667,32819.666666666664,0.0501006296995617,1.175857454185146,2.898550724637672,13.687990890244972,16.152334095951677,12.86927897826129,0.5454545454545454,0.5493333333333333,12,86.82824025289779,0.3389926542956147,0.439108188941345,37.903886815390685,0.5579859513431926,55.42265295765985,57.83682268932357,148.0,108.0,55.0,108.0,Stable,Strong presence - optimize pricing and improve service quality,60
Gurgaon Sector 29,824,382801.0,68.66666666666667,31900.08333333333,-0.6931650229179945,2.030051214909101,4.285714285714293,36.36422344204069,12.60769600195175,17.95712085349797,0.5454545454545454,0.5493333333333333,12,86.82824025289779,0.2422590284719369,0.454722650856818,32.724447742588936,0.6549861635505877,62.21266781217749,57.80205151655815,148.0,126.0,21.0,109.0,Stable,Strong presence - optimize pricing and improve service quality,60
New Colony,881,429310.0,73.41666666666667,35775.833333333336,2.2694338299953394,1.6518713348442666,-30.000000000000004,-25.633202576395952,19.679148621350667,24.09580564274569,0.4545454545454545,0.5873333333333334,12,92.8345626975764,0.6278317074920388,0.06878908470722,40.42146583781113,0.4614734870781078,45.93950773183119,57.800807463946725,28.0,98.0,116.0,110.0,Stable,Strong presence - optimize pricing and improve service quality,60
Model Town,867,395974.0,72.25,32997.833333333336,1.2688959812263336,2.216634769330687,2.941176470588225,10.053701311943453,22.37414701539314,23.068281500223616,0.3636363636363636,0.5780000000000001,12,91.35932560590096,0.4976149356764721,0.4395880012038924,47.44041618874403,0.3877239506830633,38.049767456905336,57.7988943943395,53.0,77.0,158.0,111.0,Stable,Strong presence - optimize pricing and improve service quality,60
Kashmere Gate ISBT,838,402063.0,69.83333333333333,33505.25,0.5467967732616867,0.9197353805262972,-6.849315068493156,2.9294799793570414,16.150056157933516,15.66730631158117,0.4545454545454545,0.5586666666666666,12,88.30347734457324,0.4036360543103936,0.3293823545445341,37.39345744040498,0.5580482878822968,52.69974378812441,57.25834931597128,114.0,110.0,69.0,112.0,Stable,Strong presence - optimize pricing and improve service quality,60
Tagore Garden,889,435444.0,74.08333333333333,36287.0,-0.371816432452223,1.2085059736600845,-6.578947368421051,-3.792038903914985,12.660413805458862,19.35877320996716,0.3636363636363636,0.5926666666666667,12,93.67755532139094,0.2840815103794616,0.3324257203554651,30.341919436986306,0.6535435231479035,56.65713752944416,57.23717563004505,17.0,138.0,48.0,113.0,Stable,Strong presence - optimize pricing and improve service quality,60
Bhiwadi,848,408441.0,70.66666666666667,34036.75,1.609457865183012,0.9418418233100148,5.882352941176472,-0.968923549568712,26.549374723276625,22.659375588821604,0.4545454545454545,0.5653333333333334,12,89.35721812434141,0.54193796572159,0.4726950473196669,51.42407983608208,0.2734674418551405,32.779084566223474,57.2105227416023,90.0,67.0,165.0,114.0,Stable,Strong presence - optimize pricing and improve service quality,60
Kalkaji,803,386226.0,66.91666666666667,32185.5,0.671218712452356,3.1020424883994817,-1.4084507042253502,16.18471337579619,16.700335056971912,25.06361830884647,0.4545454545454545,0.5353333333333333,12,84.61538461538461,0.4198291681285018,0.3906268766664798,40.8148251543693,0.542989720952621,51.645644103047104,57.20423867727724,169.0,97.0,78.0,115.0,Stable,Strong presence - optimize pricing and improve service quality,60
Udyog Vihar Phase 4,838,396936.0,69.83333333333333,33078.0,0.6123054816293929,0.9066363623441046,-20.238095238095237,-16.847943140211076,13.860416047135798,16.675585091491932,0.5454545454545454,0.5586666666666666,12,88.30347734457324,0.4121618012773326,0.1786729472914806,31.876625968299184,0.6207050586826466,59.81299047142162,57.18559073211813,114.0,130.0,33.0,116.0,Stable,Strong presence - optimize pricing and improve service quality,60
Chanakyapuri,873,412285.0,72.75,34357.083333333336,1.049247784006983,-0.183581578218974,-21.42857142857143,-29.435463307664843,16.429442765224675,15.354188335053433,0.4545454545454545,0.582,12,91.99157007376184,0.4690284317154249,0.1652724762446195,34.75260495271028,0.5504027795182638,52.1645582026421,57.1478804640053,39.0,121.0,74.0,117.0,Stable,Strong presence - optimize pricing and improve service quality,60
Gurgaon Sector 56,829,400402.0,69.08333333333333,33366.833333333336,-0.2942168881754883,1.20151804001342,8.92857142857142,27.486737400530515,16.225758545024004,15.246557670917822,0.4545454545454545,0.5526666666666666,12,87.35511064278188,0.2941808406172009,0.506984487939576,37.93022995461509,0.5559766666285464,52.55473030036188,57.14504426478916,134.0,107.0,71.0,118.0,Stable,Strong presence - optimize pricing and improve service quality,60
Noida Film City,883,426084.0,73.58333333333333,35507.0,-0.4968873752348095,0.5305512265842848,-22.78481012658228,-20.85373642750692,10.021738536584028,15.187220156330469,0.5454545454545454,0.5886666666666667,12,93.04531085353004,0.2678039308385022,0.1500061168241449,22.06848052327593,0.7257517583018729,67.16625944476746,56.890863298799616,27.0,158.0,5.0,119.0,Stable,Strong presence - optimize pricing and improve service quality,60
Akshardham,839,385633.0,69.91666666666667,32136.08333333333,-0.4362734546098823,-0.1505539317961934,7.93650793650793,2.6017598278154086,16.35857269770416,17.06347685321202,0.4545454545454545,0.5593333333333333,12,88.40885142255004,0.2756926369784788,0.4958174287338584,36.37425536806307,0.5523421627236405,52.30031502701846,56.76245208209578,110.0,114.0,72.0,120.0,Stable,Strong presence - optimize pricing and improve service quality,60
Shahdara,820,392220.0,68.33333333333333,32685.0,-0.9968447394684642,0.2917067173885415,16.393442622950815,28.385543849856965,15.064142282114853,19.32627281113757,0.4545454545454545,0.5466666666666666,12,86.40674394099051,0.2027360934788021,0.5910120317989915,35.804646880687784,0.5877646858896606,54.77989164863988,56.67784942916423,157.0,117.0,59.0,121.0,Stable,Strong presence - optimize pricing and improve service quality,60
Ghitorni,862,410834.0,71.83333333333333,34236.166666666664,-1.8127351719156508,-2.8253671458951106,0.0,-13.279004390536652,7.916640889225265,12.721322341698306,0.4545454545454545,0.5746666666666667,12,90.83245521601684,0.0965505869542932,0.4064809550881182,22.052273420782324,0.7833584625960949,68.47145601809027,56.61208273854507,62.0,159.0,3.0,122.0,Stable,Strong presence - optimize pricing and improve service quality,60
Noida Extension,827,400064.0,68.91666666666667,33338.666666666664,-0.7279049474406669,1.8631238608710807,-7.14285714285714,-3.121825320556826,8.36754410054795,15.21525076623714,0.3636363636363636,0.5513333333333333,12,87.14436248682824,0.2377377394172305,0.326078128806952,27.307389517311915,0.7710193447444496,64.88044504120238,56.53039806533396,136.0,148.0,13.0,123.0,Stable,Strong presence - optimize pricing and improve service quality,60
Mayur Vihar,868,432947.0,72.33333333333333,36078.91666666666,0.7538004022007524,0.2272260985512965,3.5087719298245723,0.2991772625280386,23.44859053709699,29.117208787227284,0.4545454545454545,0.5786666666666667,12,91.46469968387775,0.4305769085196737,0.4459770802788667,43.67369772233509,0.3583214427693353,38.71886463021711,56.5245483831625,48.0,89.0,157.0,124.0,Stable,Strong presence - optimize pricing and improve service quality,60
Lok Kalyan Marg,880,421207.0,73.33333333333333,35100.583333333336,-0.0607152582627856,-0.7449721307816998,-11.111111111111116,-12.895300671332668,16.63052663741983,21.019374206321096,0.5454545454545454,0.5866666666666667,12,92.72918861959958,0.3245703241318072,0.2814098919840818,30.730615127271705,0.5449000518046978,54.5066399899652,56.46299463377812,29.0,137.0,61.0,125.0,Stable,Strong presence - optimize pricing and improve service quality,60
Anand Vihar ISBT,831,416948.0,69.25,34745.666666666664,-0.8396707135556946,-0.6734584867905151,-9.230769230769232,2.512968657782744,11.039003263692344,16.23583944603291,0.5454545454545454,0.5539999999999999,12,87.5658587987355,0.2231917856775509,0.3025757642016879,25.49453770872057,0.6979139673105632,65.21761407537579,56.03285694572162,128.0,154.0,11.0,126.0,Stable,Strong presence - optimize pricing and improve service quality,60
Subhash Chowk,887,433714.0,73.91666666666667,36142.833333333336,1.3937746844880337,2.765380748172326,-1.2820512820512775,-6.7060752073915815,26.02349890804207,30.684534255319942,0.3636363636363636,0.5913333333333333,12,93.4668071654373,0.5138674958642345,0.3920496785761141,46.51403689489864,0.2878582101986942,31.0591656229995,55.9634065944905,18.0,81.0,170.0,127.0,Stable,Strong presence - optimize pricing and improve service quality,60
Inderlok,887,440036.0,73.91666666666667,36669.66666666666,0.9332185418081844,1.909449431364804,-16.883116883116877,-25.57765630024347,21.56815018818338,24.95772280464156,0.5454545454545454,0.5913333333333333,12,93.4668071654373,0.4539276003236659,0.2164379111508163,35.89317246545261,0.4097803246215405,45.0482590871442,55.911788861955486,18.0,116.0,124.0,128.0,Stable,Strong presence - optimize pricing and improve service quality,60
Moti Nagar,853,395022.0,71.08333333333333,32918.5,0.5821487122747719,1.3159840637759876,-14.634146341463415,-26.311549215676976,15.88532739432003,25.284796104970443,0.3636363636363636,0.5686666666666667,12,89.8840885142255,0.4082369950757714,0.2417532134388995,34.16434824210227,0.5652926794300196,50.47957846919228,55.77483939186624,80.0,124.0,89.0,129.0,Stable,Strong presence - optimize pricing and improve service quality,60
Punjabi Bagh,868,422482.0,72.33333333333333,35206.833333333336,1.1673410969096003,4.6855141252906325,-12.0,-12.72637062763582,22.279887266570952,33.79065021648116,0.4545454545454545,0.5786666666666667,12,91.46469968387775,0.4843978952475684,0.2714042069357589,39.92004199228446,0.3903034003746538,40.9576016625894,55.694707200853934,48.0,100.0,144.0,130.0,Stable,Strong presence - optimize pricing and improve service quality,60
Dwarka Sector 21,914,438175.0,76.16666666666667,36514.583333333336,1.198066073931095,1.4413017299375552,-7.692307692307687,-4.633881313750921,26.599840956400733,27.93283977908128,0.4545454545454545,0.6093333333333334,12,96.31190727081136,0.4883966518431024,0.3198932960160931,42.099530951229866,0.2720864164323666,32.6824127866293,55.53810839772415,9.0,96.0,167.0,131.0,Stable,Strong presence - optimize pricing and improve service quality,60
GTB Nagar,872,413500.0,72.66666666666667,34458.333333333336,-1.3988280804237063,-0.7005076917650938,-5.405405405405405,-0.7660499390340858,10.035620968951624,16.07236283045034,0.3636363636363636,0.5813333333333334,12,91.88619599578504,0.1504192590409748,0.3456355730375059,22.85057846395873,0.7253718608765501,61.68512117044942,55.21162653545382,42.0,157.0,22.0,132.0,Stable,Strong presence - optimize pricing and improve service quality,60
Netaji Subhash Place,830,388841.0,69.16666666666667,32403.416666666668,1.189115740978788,1.4630974409383095,3.125,-3.665353830517093,27.47843719100409,31.05295769672256,0.5454545454545454,0.5533333333333333,12,87.46048472075869,0.4872317948962534,0.4416571915861285,46.90019535722035,0.2480433353219412,33.72666983617225,55.11622450996742,130.0,78.0,163.0,133.0,Stable,Strong presence - optimize pricing and improve service quality,60
Ghitorni Village,790,369269.0,65.83333333333333,30772.416666666668,1.049026807123325,2.6950817066659742,-11.940298507462687,-16.270006544892013,19.816357840931936,24.71015438613956,0.5454545454545454,0.5266666666666667,12,83.245521601686,0.4689996722872123,0.2720762305584075,39.02302955956903,0.457718710691,48.40394611200636,55.10405213793533,176.0,103.0,102.0,134.0,Stable,Strong presence - optimize pricing and improve service quality,60
South Extension,844,398209.0,70.33333333333333,33184.083333333336,0.6495093351990555,2.3229735223415813,-30.33707865168539,-25.42804147246267,13.680967535161557,19.150792261977863,0.4545454545454545,0.5626666666666666,12,88.93572181243414,0.4170037627452581,0.064994794028783,27.620017525866807,0.6256157274957101,57.42946456106335,54.957562922395965,100.0,147.0,42.0,135.0,Stable,Strong presence - optimize pricing and improve service quality,60
